GPCODE,GPNAME,BLOCK,N_Days,ML_MAE,ML_RMSE,ML_R2,ML_Bias,ML_Correlation,REF_MAE,REF_RMSE,REF_Bias,REF_Correlation,RMSE_Improvement,MAE_Improvement
111772,RAGHUNATHPUR,Baghmara,366,3.5178358604870406,6.184749785991387,0.42655487424220095,1.0321654583664726,0.6767370037868661,3.4242578099172434,9.763244977663216,0.4442733993038664,0.6102120570561724,3.5784951916718297,-0.09357805056979718
111774,RANGUNI,Baghmara,366,3.7639568319676786,6.70813842285535,0.37316613640452534,0.9544685703075164,0.6389707611404255,3.719656199833598,10.874109695144018,0.49700919558784845,0.5673190447738714,4.165971272288668,-0.04430063213408042
111775,SINGRAH,Baghmara,366,3.6311131366673948,6.294426879211691,0.44466055199778454,1.0604968111879194,0.6884337010107091,3.638730028940575,10.409100405575131,0.525074026532327,0.6206135292412815,4.114673526363441,0.007616892273180298
111776,SINIDIH,Baghmara,366,3.60428171118574,6.289184171842905,0.4452645513357487,0.9921677856669264,0.6836915140290081,3.4986738816574565,9.682740677901478,0.3858449448487268,0.6196914589967216,3.393556506058573,-0.1056078295282834
111777,TARGA,Baghmara,366,3.4596905637573925,6.118077776505807,0.4689159961940432,0.9550734487359824,0.6974685782953977,3.311197763859278,8.896745922514823,0.3311884322576187,0.6469887334472499,2.778668146009016,-0.14849279989811448
111778,TELMOCHO,Baghmara,366,3.7764555498663164,6.439441771773895,0.4412734384863761,1.091771683818689,0.6828803177866565,3.710975035141574,9.823319391881066,0.49744308358605954,0.6312322385834213,3.383877620107171,-0.06548051472474237
111779,TETULIA-1,Baghmara,366,3.6424226955577166,6.352536079788637,0.43631289263606265,1.0018154184673795,0.677867880085425,3.525488380663094,9.749136737055542,0.39245566113701463,0.6136465218486643,3.396600657266905,-0.11693431489462247
111780,TETULIA-2,Baghmara,366,3.676245538288775,6.334589271282977,0.4413164658493084,1.0430463176927536,0.6855779487723422,3.6892512644250943,10.451358096023341,0.5075789703157214,0.6166688410907867,4.116768824740364,0.013005726136319229
111781,TUNDU,Baghmara,366,3.598041418116559,6.278320178574038,0.44707080599988613,0.9849449243756844,0.6847240957810584,3.494309691393481,9.6709263625357,0.3844283627869508,0.6207820428033758,3.3926061839616626,-0.10373172672307795
111782,ALAKHDIHA,Baliapur,366,3.844368174195125,6.562645017930455,0.4215277652333369,1.0304635698921492,0.6716201817315234,3.7245752643390846,10.613560776527535,0.6547465952147409,0.6179607230242344,4.05091575859708,-0.11979290985604063
111783,AMJHAR,Baliapur,366,3.9134787450307402,6.668907504169146,0.4272084063725373,0.983142104314247,0.6716645900144967,3.8177008914191934,10.575473192223324,0.6032965295323078,0.6217008753422917,3.9065656880541777,-0.09577785361154678
111784,AMTAL,Baliapur,366,3.747303080703407,6.427729962842962,0.4236379261826202,0.9097477497085458,0.6703514267542376,3.646757104034771,10.426266286126163,0.4440453333467529,0.6099356476935199,3.9985363232832007,-0.10054597666863607
111785,BAGHMARA,Baliapur,366,3.877757847055889,6.605964288797335,0.4448498654448596,0.9245770863090886,0.6814684580445128,3.795323877605557,10.487882483032028,0.5072776582363697,0.6291918082018676,3.881918194234693,-0.08243396945033199
